用户,1997-01-01,1997-02-01,1997-03-01,1997-04-01,1997-05-01,1997-06-01,1997-07-01,1997-08-01,1997-09-01,1997-10-01,1997-11-01,1997-12-01,1998-01-01,1998-02-01,1998-03-01,1998-04-01,1998-05-01,1998-06-01
12960,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12961,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12962,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12963,0,引入期,成长期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,成熟期,成熟期,休眠期,成熟期,成熟期,休眠期,成熟期,休眠期,成熟期
12964,0,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0
12965,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
12966,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12967,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12968,0,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
12969,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12970,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12971,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12972,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期
12973,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
12974,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12975,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12976,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0
12977,0,引入期,成长期,成熟期,休眠期,成熟期,休眠期,成熟期,成熟期,成熟期,休眠期,成熟期,休眠期,成熟期,成熟期,休眠期,流失期,活跃
12978,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12979,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12980,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12981,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
12982,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12983,0,0,引入期,成长期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,休眠期,流失期,0,0,0,休眠期,流失期,0
12984,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12985,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,活跃,流失期,0
12986,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0
12987,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12988,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
12989,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12991,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0
12992,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12993,0,引入期,成长期,流失期,活跃,流失期,0,休眠期,流失期,0,休眠期,流失期,0,休眠期,流失期,0,0,0
12994,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12995,0,引入期,引入期,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0,0,0
12996,0,引入期,引入期,成长期,流失期,0,0,休眠期,成熟期,成熟期,休眠期,流失期,0,0,0,0,休眠期,成熟期
12997,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12998,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12999,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,活跃,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期
13000,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13001,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13002,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13003,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13004,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13005,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13006,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0
13007,0,引入期,成长期,流失期,0,0,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,成熟期,休眠期,成熟期,成熟期
13008,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13009,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13010,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13011,0,引入期,引入期,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0,0
13012,0,引入期,引入期,0,休眠期,流失期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0
13013,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,活跃,流失期,0,0,0,休眠期
13014,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13015,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13017,0,引入期,引入期,成长期,流失期,0,0,休眠期,流失期,0,0,0,0,0,休眠期,流失期,活跃,流失期
13018,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
13019,0,引入期,引入期,成长期,流失期,活跃,成熟期,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0
13020,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0
13021,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0
13022,0,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,0,引入期,引入期,成长期,成熟期,休眠期,成熟期,休眠期,流失期,活跃,成熟期,休眠期,流失期,0,0,0,0,0
13024,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13025,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13026,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13027,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
13028,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13029,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13030,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13031,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13032,0,引入期,成长期,成熟期,休眠期,成熟期,休眠期,流失期,活跃,成熟期,成熟期,休眠期,流失期,活跃,流失期,活跃,成熟期,成熟期
13033,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
13035,0,引入期,成长期,流失期,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0
13036,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13037,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13038,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13040,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13041,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13042,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13043,0,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,流失期,活跃,流失期,0,0
13044,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13045,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13046,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13047,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13049,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
13050,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13052,0,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期
13053,0,引入期,引入期,0,休眠期,流失期,0,0,0,休眠期,成熟期,流失期,0,休眠期,流失期,0,0,休眠期
13054,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13055,0,引入期,成长期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
13056,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13057,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13060,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13061,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13062,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13063,0,引入期,引入期,0,0,休眠期,流失期,0,休眠期,流失期,活跃,流失期,活跃,成熟期,休眠期,成熟期,休眠期,流失期
13064,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13065,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13066,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
13067,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13068,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13069,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13071,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13072,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13074,0,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
13075,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13076,0,引入期,成长期,流失期,0,0,0,休眠期,成熟期,流失期,0,休眠期,成熟期,流失期,0,休眠期,流失期,活跃
13077,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13078,0,引入期,引入期,成长期,流失期,活跃,成熟期,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,休眠期
13079,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0
13080,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13081,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13082,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13083,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13084,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13085,0,引入期,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13086,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13087,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13088,0,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
13089,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13090,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期
13091,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
13093,0,引入期,成长期,流失期,0,0,0,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,休眠期,流失期,活跃
13094,0,引入期,引入期,0,0,休眠期,流失期,0,休眠期,流失期,活跃,流失期,0,休眠期,流失期,0,休眠期,流失期
13095,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13097,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13099,0,引入期,引入期,0,0,0,休眠期,流失期,0,休眠期,成熟期,成熟期,休眠期,成熟期,成熟期,休眠期,流失期,0
13100,0,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
13102,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0
13104,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13105,0,引入期,引入期,0,休眠期,流失期,活跃,流失期,活跃,流失期,0,0,0,0,0,0,0,0
13106,0,0,引入期,引入期,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期
13107,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13108,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13109,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13110,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13111,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13112,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
13113,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0
13114,0,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,活跃,流失期
13115,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13116,0,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,成熟期,流失期,活跃,流失期,0
13117,0,引入期,引入期,成长期,流失期,活跃,成熟期,成熟期,成熟期,休眠期,流失期,0,0,休眠期,流失期,0,休眠期,成熟期
13118,0,引入期,引入期,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
13119,0,引入期,引入期,成长期,流失期,活跃,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0
13120,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13121,0,引入期,成长期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0
13122,0,引入期,引入期,成长期,成熟期,成熟期,成熟期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0
13123,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13124,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13125,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13126,0,引入期,引入期,0,休眠期,流失期,0,休眠期,流失期,0,0,休眠期,流失期,0,0,0,0,0
13127,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,休眠期
13128,0,引入期,引入期,0,休眠期,流失期,活跃,流失期,0,0,0,休眠期,成熟期,流失期,0,休眠期,流失期,0
13129,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
13130,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13131,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13132,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13134,0,引入期,成长期,流失期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13135,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13136,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0
13137,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13138,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13139,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13140,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13142,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13144,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13145,0,引入期,成长期,流失期,活跃,流失期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
13146,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13147,0,引入期,引入期,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,0,休眠期,流失期,0
13148,0,引入期,引入期,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0
13149,0,引入期,引入期,0,0,0,休眠期,流失期,活跃,成熟期,休眠期,成熟期,休眠期,流失期,0,0,0,0
13150,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13151,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13152,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13153,0,引入期,引入期,0,0,休眠期,成熟期,流失期,活跃,流失期,0,0,0,0,0,0,0,0
13154,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13155,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13156,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期,流失期,0,0
13157,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13158,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13159,0,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,0
13160,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13161,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,0
13162,0,引入期,引入期,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,休眠期,流失期,0
13163,0,引入期,引入期,0,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,休眠期,流失期,0,0
13164,0,引入期,成长期,流失期,0,休眠期,成熟期,流失期,0,0,0,休眠期,流失期,0,0,休眠期,流失期,0
13165,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13166,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13167,0,引入期,引入期,0,0,0,0,休眠期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,成熟期,休眠期
13168,0,引入期,成长期,流失期,活跃,流失期,0,0,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,0,0
13169,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13170,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13171,0,引入期,引入期,成长期,流失期,0,0,0,0,0,休眠期,流失期,活跃,成熟期,休眠期,流失期,0,0
13172,0,引入期,引入期,成长期,成熟期,成熟期,休眠期,流失期,0,0,休眠期,成熟期,成熟期,休眠期,成熟期,成熟期,成熟期,成熟期
13173,0,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,0,0,0,休眠期,成熟期,流失期,0
13174,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
13175,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0
13176,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
13178,0,引入期,引入期,成长期,流失期,0,0,休眠期,流失期,0,0,0,0,休眠期,流失期,0,0,0
13179,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13180,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,0,引入期,成长期,成熟期,休眠期,流失期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0
13182,0,引入期,引入期,0,休眠期,成熟期,流失期,0,0,休眠期,流失期,0,0,休眠期,流失期,0,0,0
13183,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0,休眠期
13184,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13186,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0,0
13187,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13189,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13190,0,引入期,成长期,流失期,0,0,0,0,休眠期,流失期,活跃,流失期,活跃,流失期,0,0,0,0
13191,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13192,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13193,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13194,0,引入期,引入期,0,0,0,0,休眠期,流失期,活跃,成熟期,休眠期,流失期,0,0,0,0,0
13195,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,0,引入期,成长期,成熟期,休眠期,成熟期,休眠期,流失期,0,休眠期,成熟期,流失期,0,0,0,0,0,0
13197,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13198,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13201,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13202,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13204,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206,0,引入期,引入期,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0,休眠期
13207,0,引入期,引入期,成长期,流失期,活跃,流失期,0,休眠期,流失期,0,0,0,0,0,0,0,0
13208,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13210,0,引入期,引入期,0,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0
13211,0,引入期,引入期,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0,0
13212,0,引入期,引入期,成长期,流失期,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0,0,0
13213,0,引入期,成长期,流失期,0,0,休眠期,流失期,0,休眠期,流失期,活跃,流失期,0,0,休眠期,流失期,0
13214,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13215,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13216,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13217,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,0,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13220,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13221,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13222,0,引入期,引入期,0,0,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0
13223,0,引入期,引入期,0,0,0,休眠期,流失期,0,0,0,休眠期,流失期,0,0,0,0,0
13224,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13226,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227,0,引入期,成长期,成熟期,休眠期,成熟期,休眠期,成熟期,休眠期,成熟期,休眠期,流失期,0,0,休眠期,流失期,0,0
13228,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13230,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13231,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13232,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,0,0,引入期,引入期,0,休眠期,流失期,活跃,流失期,0,0,0,0,0,0,0,0,0
13234,0,引入期,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,休眠期,流失期,0
13236,0,引入期,成长期,流失期,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13237,0,引入期,引入期,0,0,0,0,0,0,休眠期,成熟期,流失期,0,0,0,0,0,0
13238,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13239,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13240,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13241,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13242,0,引入期,引入期,0,0,休眠期,流失期,0,0,0,0,0,0,0,0,0,0,0
13243,0,引入期,引入期,0,0,0,0,0,0,休眠期,流失期,0,0,0,0,0,0,0
13244,0,引入期,引入期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
