用户,F,R,M,用户类型
10901,0,1,0,一般发展客户
10902,1,0,1,重要保持客户
10903,0,0,0,一般挽留客户
10904,1,0,1,重要保持客户
10905,0,1,0,一般发展客户
10906,0,1,0,一般发展客户
10907,0,1,1,重要发展客户
10908,1,0,1,重要保持客户
10909,0,1,1,重要发展客户
10910,0,1,0,一般发展客户
10911,0,1,0,一般发展客户
10912,0,1,0,一般发展客户
10913,0,1,1,重要发展客户
10914,0,1,0,一般发展客户
10915,0,1,0,一般发展客户
10916,0,1,0,一般发展客户
10917,0,1,0,一般发展客户
10918,0,1,0,一般发展客户
10919,0,1,0,一般发展客户
10920,0,1,0,一般发展客户
10921,1,0,1,重要保持客户
10922,0,1,0,一般发展客户
10923,0,1,0,一般发展客户
10924,1,0,1,重要保持客户
10925,0,1,0,一般发展客户
10926,0,1,0,一般发展客户
10927,0,1,0,一般发展客户
10928,0,1,0,一般发展客户
10929,0,1,0,一般发展客户
10930,1,0,1,重要保持客户
10931,0,1,0,一般发展客户
10932,0,1,0,一般发展客户
10933,0,1,0,一般发展客户
10934,0,1,0,一般发展客户
10935,0,1,0,一般发展客户
10936,1,1,1,重要价值客户
10937,0,1,0,一般发展客户
10938,0,1,0,一般发展客户
10939,0,1,0,一般发展客户
10940,0,1,0,一般发展客户
10941,0,1,0,一般发展客户
10942,1,0,1,重要保持客户
10943,0,1,0,一般发展客户
10944,0,1,0,一般发展客户
10945,0,1,0,一般发展客户
10946,0,1,0,一般发展客户
10947,1,0,1,重要保持客户
10948,0,1,0,一般发展客户
10949,1,0,1,重要保持客户
10950,1,0,1,重要保持客户
10951,1,0,1,重要保持客户
10952,0,1,0,一般发展客户
10953,0,1,0,一般发展客户
10954,1,0,1,重要保持客户
10955,0,1,0,一般发展客户
10956,0,1,0,一般发展客户
10957,0,1,0,一般发展客户
10958,0,0,0,一般挽留客户
10959,0,0,0,一般挽留客户
10960,0,1,0,一般发展客户
10961,0,1,1,重要发展客户
10962,1,1,1,重要价值客户
10963,0,1,1,重要发展客户
10964,1,0,1,重要保持客户
10965,0,0,1,重要挽留客户
10966,0,1,0,一般发展客户
10967,1,0,1,重要保持客户
10968,0,1,0,一般发展客户
10969,1,0,1,重要保持客户
10970,0,1,0,一般发展客户
10971,0,1,0,一般发展客户
10972,0,0,0,一般挽留客户
10973,1,0,1,重要保持客户
10974,1,0,1,重要保持客户
10975,0,1,0,一般发展客户
10976,1,1,1,重要价值客户
10977,1,0,1,重要保持客户
10978,0,0,0,一般挽留客户
10979,0,0,0,一般挽留客户
10980,0,1,0,一般发展客户
10981,0,1,0,一般发展客户
10982,0,1,1,重要发展客户
10983,1,0,1,重要保持客户
10984,1,0,1,重要保持客户
10985,0,1,0,一般发展客户
10986,0,1,0,一般发展客户
10987,0,1,0,一般发展客户
10988,0,0,0,一般挽留客户
10989,0,1,0,一般发展客户
10990,0,1,0,一般发展客户
10991,0,1,0,一般发展客户
10992,1,0,1,重要保持客户
10993,0,1,0,一般发展客户
10994,0,1,0,一般发展客户
10995,1,1,1,重要价值客户
10996,1,0,1,重要保持客户
10997,1,0,0,一般保持客户
10998,0,0,0,一般挽留客户
10999,0,1,0,一般发展客户
11000,0,1,0,一般发展客户
11001,0,1,1,重要发展客户
11002,0,1,0,一般发展客户
11003,1,0,1,重要保持客户
11004,1,0,1,重要保持客户
11005,0,1,0,一般发展客户
11006,1,0,1,重要保持客户
11007,0,0,0,一般挽留客户
11008,0,0,0,一般挽留客户
11009,0,1,0,一般发展客户
11010,0,1,0,一般发展客户
11011,0,0,0,一般挽留客户
11012,1,0,1,重要保持客户
11013,0,0,0,一般挽留客户
11014,0,1,0,一般发展客户
11015,0,1,0,一般发展客户
11016,1,0,1,重要保持客户
11017,1,0,1,重要保持客户
11018,0,1,0,一般发展客户
11019,0,1,0,一般发展客户
11020,0,1,0,一般发展客户
11021,1,0,1,重要保持客户
11022,0,1,0,一般发展客户
11023,0,0,0,一般挽留客户
11024,1,0,1,重要保持客户
11025,0,1,0,一般发展客户
11026,0,1,0,一般发展客户
11027,0,1,0,一般发展客户
11028,0,1,0,一般发展客户
11029,0,1,0,一般发展客户
11030,0,1,0,一般发展客户
11031,0,1,0,一般发展客户
11032,0,1,0,一般发展客户
11033,1,0,1,重要保持客户
11034,0,1,0,一般发展客户
11035,0,0,0,一般挽留客户
11036,0,1,0,一般发展客户
11037,0,1,0,一般发展客户
11038,0,1,0,一般发展客户
11039,1,0,1,重要保持客户
11040,1,1,1,重要价值客户
11041,0,1,0,一般发展客户
11042,0,1,0,一般发展客户
11043,0,1,0,一般发展客户
11044,1,0,1,重要保持客户
11045,0,0,1,重要挽留客户
11046,1,1,1,重要价值客户
11047,0,1,1,重要发展客户
11048,0,1,0,一般发展客户
11049,0,1,0,一般发展客户
11050,0,1,0,一般发展客户
11051,0,1,0,一般发展客户
11052,0,1,0,一般发展客户
11053,0,1,1,重要发展客户
11054,0,1,0,一般发展客户
11055,1,0,1,重要保持客户
11056,0,1,0,一般发展客户
11057,0,1,1,重要发展客户
11058,0,1,0,一般发展客户
11059,0,1,0,一般发展客户
11060,0,1,0,一般发展客户
11061,0,1,0,一般发展客户
11062,0,1,0,一般发展客户
11063,1,0,1,重要保持客户
11064,0,1,0,一般发展客户
11065,0,1,0,一般发展客户
11066,1,0,1,重要保持客户
11067,0,1,0,一般发展客户
11068,0,1,0,一般发展客户
11069,1,0,1,重要保持客户
11070,1,0,1,重要保持客户
11071,0,1,0,一般发展客户
11072,0,1,0,一般发展客户
11073,0,1,0,一般发展客户
11074,0,1,0,一般发展客户
11075,0,1,0,一般发展客户
11076,1,0,0,一般保持客户
11077,0,0,0,一般挽留客户
11078,0,1,0,一般发展客户
11079,0,1,0,一般发展客户
11080,0,1,0,一般发展客户
11081,0,1,0,一般发展客户
11082,0,1,0,一般发展客户
11083,0,0,0,一般挽留客户
11084,0,1,0,一般发展客户
11085,0,1,0,一般发展客户
11086,0,0,0,一般挽留客户
11087,0,1,0,一般发展客户
11088,0,0,0,一般挽留客户
11089,0,1,1,重要发展客户
11090,0,0,0,一般挽留客户
11091,0,1,0,一般发展客户
11092,0,1,0,一般发展客户
11093,1,0,1,重要保持客户
11094,0,1,0,一般发展客户
11095,0,1,0,一般发展客户
11096,1,0,1,重要保持客户
11097,1,0,1,重要保持客户
11098,0,0,0,一般挽留客户
11099,0,1,0,一般发展客户
11100,0,1,0,一般发展客户
11101,1,0,1,重要保持客户
11102,0,1,0,一般发展客户
11103,0,1,0,一般发展客户
11104,0,0,0,一般挽留客户
11105,0,1,0,一般发展客户
11106,1,0,1,重要保持客户
11107,1,0,1,重要保持客户
11108,0,1,0,一般发展客户
11109,1,0,1,重要保持客户
11110,0,1,0,一般发展客户
11111,0,1,0,一般发展客户
11112,0,1,0,一般发展客户
11113,0,0,0,一般挽留客户
11114,0,1,0,一般发展客户
11115,0,1,0,一般发展客户
11116,0,1,0,一般发展客户
11117,0,1,0,一般发展客户
11118,0,0,0,一般挽留客户
11119,0,0,0,一般挽留客户
11120,1,1,1,重要价值客户
11121,1,0,1,重要保持客户
11122,0,1,0,一般发展客户
11123,0,1,0,一般发展客户
11124,0,1,0,一般发展客户
11125,0,1,0,一般发展客户
11126,0,1,0,一般发展客户
11127,0,0,0,一般挽留客户
11128,0,1,0,一般发展客户
11129,1,0,1,重要保持客户
11130,0,0,0,一般挽留客户
11131,1,1,1,重要价值客户
11132,0,1,0,一般发展客户
11133,0,1,0,一般发展客户
11134,1,0,1,重要保持客户
11135,0,1,0,一般发展客户
11136,0,0,1,重要挽留客户
11137,0,1,0,一般发展客户
11138,0,1,0,一般发展客户
11139,0,0,0,一般挽留客户
11140,0,0,0,一般挽留客户
11141,0,1,0,一般发展客户
11142,0,1,0,一般发展客户
11143,1,0,1,重要保持客户
11144,0,1,0,一般发展客户
11145,0,1,0,一般发展客户
11146,1,0,1,重要保持客户
11147,0,1,0,一般发展客户
11148,0,1,0,一般发展客户
11149,0,0,0,一般挽留客户
11150,0,1,0,一般发展客户
11151,0,1,0,一般发展客户
11152,1,0,1,重要保持客户
11153,0,1,0,一般发展客户
11154,1,0,1,重要保持客户
11155,1,0,1,重要保持客户
11156,0,1,0,一般发展客户
11157,0,1,0,一般发展客户
11158,0,1,0,一般发展客户
11159,1,0,1,重要保持客户
11160,0,0,0,一般挽留客户
11161,0,0,0,一般挽留客户
11162,0,1,0,一般发展客户
11163,1,1,1,重要价值客户
11164,0,0,0,一般挽留客户
11165,0,1,0,一般发展客户
11166,1,1,1,重要价值客户
11167,0,1,0,一般发展客户
11168,0,1,0,一般发展客户
11169,0,1,0,一般发展客户
11170,0,1,0,一般发展客户
11171,1,0,1,重要保持客户
11172,1,0,0,一般保持客户
11173,0,1,0,一般发展客户
11174,0,0,0,一般挽留客户
11175,0,0,0,一般挽留客户
11176,0,1,0,一般发展客户
11177,0,0,0,一般挽留客户
11178,0,1,0,一般发展客户
11179,0,0,0,一般挽留客户
11180,1,0,1,重要保持客户
11181,0,1,0,一般发展客户
11182,0,1,0,一般发展客户
11183,1,0,1,重要保持客户
11184,0,1,0,一般发展客户
11185,0,1,0,一般发展客户
11186,0,1,0,一般发展客户
11187,1,1,1,重要价值客户
11188,0,1,0,一般发展客户
11189,0,1,0,一般发展客户
11190,1,0,1,重要保持客户
11191,1,0,1,重要保持客户
11192,0,1,0,一般发展客户
11193,0,1,0,一般发展客户
11194,0,1,0,一般发展客户
11195,0,1,0,一般发展客户
11196,0,1,0,一般发展客户
11197,0,1,0,一般发展客户
11198,0,1,0,一般发展客户
11199,1,0,1,重要保持客户
11200,0,1,0,一般发展客户
11201,0,1,0,一般发展客户
11202,0,1,0,一般发展客户
11203,0,0,0,一般挽留客户
11204,0,1,0,一般发展客户
11205,0,1,0,一般发展客户
11206,0,1,0,一般发展客户
11207,0,1,0,一般发展客户
11208,0,1,0,一般发展客户
11209,1,0,1,重要保持客户
11210,0,1,0,一般发展客户
11211,0,0,0,一般挽留客户
11212,1,0,1,重要保持客户
11213,1,0,1,重要保持客户
11214,1,0,1,重要保持客户
11215,0,0,0,一般挽留客户
11216,0,1,0,一般发展客户
11217,1,1,1,重要价值客户
11218,0,1,0,一般发展客户
11219,0,1,0,一般发展客户
11220,0,1,0,一般发展客户
11221,0,1,0,一般发展客户
11222,1,0,1,重要保持客户
11223,0,1,0,一般发展客户
11224,0,1,0,一般发展客户
11225,1,0,1,重要保持客户
11226,1,0,1,重要保持客户
11227,1,0,1,重要保持客户
11228,0,1,0,一般发展客户
11229,0,0,0,一般挽留客户
11230,0,1,0,一般发展客户
11231,0,0,0,一般挽留客户
11232,0,1,0,一般发展客户
11233,0,1,0,一般发展客户
11234,0,1,0,一般发展客户
11235,1,0,1,重要保持客户
11236,1,1,1,重要价值客户
11237,0,1,0,一般发展客户
11238,0,1,0,一般发展客户
11239,0,1,0,一般发展客户
11240,0,1,0,一般发展客户
11241,1,0,1,重要保持客户
11242,1,0,1,重要保持客户
11243,0,1,0,一般发展客户
11244,0,1,0,一般发展客户
11245,1,0,1,重要保持客户
11246,0,0,0,一般挽留客户
11247,1,0,1,重要保持客户
11248,0,0,0,一般挽留客户
11249,1,0,1,重要保持客户
11250,0,1,0,一般发展客户
11251,1,0,1,重要保持客户
11252,0,1,0,一般发展客户
11253,0,1,0,一般发展客户
11254,0,1,0,一般发展客户
11255,0,1,0,一般发展客户
11256,0,1,0,一般发展客户
11257,0,1,1,重要发展客户
11258,0,1,0,一般发展客户
11259,0,1,0,一般发展客户
11260,0,1,0,一般发展客户
11261,0,1,0,一般发展客户
11262,0,0,0,一般挽留客户
11263,0,1,0,一般发展客户
11264,0,1,0,一般发展客户
11265,0,1,0,一般发展客户
11266,1,1,1,重要价值客户
11267,0,1,0,一般发展客户
11268,0,1,0,一般发展客户
11269,0,0,0,一般挽留客户
11270,0,1,0,一般发展客户
11271,0,1,0,一般发展客户
11272,1,0,1,重要保持客户
11273,0,1,0,一般发展客户
11274,0,1,0,一般发展客户
11275,0,0,0,一般挽留客户
11276,0,1,0,一般发展客户
11277,1,1,1,重要价值客户
11278,0,1,0,一般发展客户
11279,1,0,1,重要保持客户
11280,0,1,0,一般发展客户
11281,0,1,0,一般发展客户
11282,1,1,1,重要价值客户
11283,1,0,1,重要保持客户
11284,0,1,0,一般发展客户
11285,1,0,1,重要保持客户
11286,0,1,0,一般发展客户
11287,0,1,0,一般发展客户
11288,1,0,1,重要保持客户
11289,0,0,0,一般挽留客户
11290,0,1,0,一般发展客户
11291,0,1,0,一般发展客户
11292,1,0,1,重要保持客户
11293,0,1,0,一般发展客户
11294,0,1,0,一般发展客户
11295,0,1,0,一般发展客户
11296,1,0,1,重要保持客户
11297,0,1,0,一般发展客户
11298,1,0,1,重要保持客户
11299,0,1,0,一般发展客户
11300,0,0,0,一般挽留客户
11301,0,1,0,一般发展客户
11302,0,1,0,一般发展客户
11303,0,0,0,一般挽留客户
11304,0,1,0,一般发展客户
11305,0,1,0,一般发展客户
11306,0,0,0,一般挽留客户
11307,0,1,0,一般发展客户
11308,0,0,0,一般挽留客户
11309,0,1,0,一般发展客户
11310,0,1,0,一般发展客户
11311,1,0,1,重要保持客户
11312,1,0,1,重要保持客户
11313,0,1,0,一般发展客户
11314,0,1,1,重要发展客户
11315,0,1,0,一般发展客户
11316,0,1,0,一般发展客户
11317,1,0,1,重要保持客户
11318,0,1,0,一般发展客户
11319,0,1,0,一般发展客户
11320,0,1,0,一般发展客户
11321,1,0,1,重要保持客户
11322,0,1,0,一般发展客户
11323,0,1,0,一般发展客户
11324,1,0,1,重要保持客户
11325,0,1,0,一般发展客户
11326,1,0,1,重要保持客户
11327,0,1,0,一般发展客户
11328,0,1,0,一般发展客户
11329,0,1,0,一般发展客户
11330,0,1,0,一般发展客户
11331,0,1,0,一般发展客户
11332,0,1,0,一般发展客户
11333,0,1,0,一般发展客户
11334,0,1,0,一般发展客户
11335,1,1,1,重要价值客户
11336,1,0,1,重要保持客户
11337,0,1,0,一般发展客户
11338,0,1,0,一般发展客户
11339,0,1,0,一般发展客户
11340,1,0,0,一般保持客户
11341,1,0,1,重要保持客户
11342,0,1,0,一般发展客户
11343,0,1,0,一般发展客户
11344,0,1,0,一般发展客户
11345,0,1,0,一般发展客户
11346,0,0,1,重要挽留客户
11347,0,0,0,一般挽留客户
11348,0,1,0,一般发展客户
11349,0,1,0,一般发展客户
11350,0,1,0,一般发展客户
11351,0,1,0,一般发展客户
11352,0,1,0,一般发展客户
11353,0,1,0,一般发展客户
11354,0,0,0,一般挽留客户
11355,0,1,0,一般发展客户
11356,0,0,0,一般挽留客户
11357,0,1,0,一般发展客户
11358,0,1,0,一般发展客户
11359,0,1,0,一般发展客户
11360,0,1,0,一般发展客户
11361,0,1,0,一般发展客户
11362,1,0,1,重要保持客户
11363,1,0,1,重要保持客户
11364,1,0,1,重要保持客户
11365,0,0,0,一般挽留客户
11366,0,1,0,一般发展客户
11367,0,1,0,一般发展客户
11368,0,1,0,一般发展客户
11369,1,0,1,重要保持客户
11370,0,1,0,一般发展客户
11371,1,0,1,重要保持客户
11372,0,1,0,一般发展客户
11373,0,1,0,一般发展客户
11374,0,1,0,一般发展客户
11375,0,1,0,一般发展客户
11376,0,0,0,一般挽留客户
11377,0,1,0,一般发展客户
11378,0,0,0,一般挽留客户
11379,0,1,0,一般发展客户
11380,0,1,0,一般发展客户
11381,0,1,0,一般发展客户
11382,1,0,1,重要保持客户
11383,0,1,0,一般发展客户
11384,0,1,0,一般发展客户
11385,0,1,0,一般发展客户
11386,0,1,0,一般发展客户
11387,0,0,0,一般挽留客户
11388,0,1,0,一般发展客户
11389,0,1,0,一般发展客户
11390,1,0,1,重要保持客户
11391,0,0,0,一般挽留客户
11392,0,1,0,一般发展客户
11393,0,1,0,一般发展客户
11394,0,1,0,一般发展客户
11395,0,1,0,一般发展客户
11396,1,0,1,重要保持客户
11397,0,1,0,一般发展客户
11398,0,0,0,一般挽留客户
11399,0,0,0,一般挽留客户
11400,0,1,0,一般发展客户
11401,0,1,0,一般发展客户
11402,0,1,0,一般发展客户
11403,0,1,0,一般发展客户
11404,1,0,1,重要保持客户
11405,1,0,0,一般保持客户
11406,0,1,0,一般发展客户
11407,0,1,0,一般发展客户
11408,0,1,0,一般发展客户
11409,0,0,0,一般挽留客户
11410,1,0,1,重要保持客户
11411,0,1,0,一般发展客户
11412,1,1,1,重要价值客户
11413,0,1,0,一般发展客户
11414,0,1,0,一般发展客户
11415,0,1,0,一般发展客户
11416,0,1,0,一般发展客户
11417,0,0,0,一般挽留客户
11418,0,1,0,一般发展客户
11419,0,0,0,一般挽留客户
11420,0,0,0,一般挽留客户
11421,1,0,1,重要保持客户
11422,1,0,1,重要保持客户
11423,0,1,0,一般发展客户
11424,0,0,0,一般挽留客户
11425,1,0,1,重要保持客户
11426,0,1,0,一般发展客户
11427,0,1,0,一般发展客户
11428,0,1,0,一般发展客户
11429,0,1,0,一般发展客户
11430,0,1,0,一般发展客户
11431,1,0,1,重要保持客户
11432,0,1,0,一般发展客户
11433,0,1,0,一般发展客户
11434,0,1,0,一般发展客户
11435,0,1,0,一般发展客户
11436,0,1,0,一般发展客户
11437,0,1,0,一般发展客户
11438,0,1,0,一般发展客户
11439,0,1,0,一般发展客户
11440,0,1,0,一般发展客户
11441,0,1,0,一般发展客户
11442,0,1,0,一般发展客户
11443,0,1,0,一般发展客户
11444,0,1,0,一般发展客户
11445,0,1,0,一般发展客户
11446,0,1,0,一般发展客户
11447,0,0,0,一般挽留客户
11448,0,1,0,一般发展客户
11449,0,1,0,一般发展客户
11450,0,1,0,一般发展客户
11451,0,1,0,一般发展客户
11452,0,1,0,一般发展客户
11453,0,1,0,一般发展客户
11454,0,0,0,一般挽留客户
11455,0,1,0,一般发展客户
11456,0,1,0,一般发展客户
11457,1,1,0,一般价值客户
11458,0,1,0,一般发展客户
11459,0,1,0,一般发展客户
11460,0,1,0,一般发展客户
11461,0,1,0,一般发展客户
11462,1,0,1,重要保持客户
11463,1,0,1,重要保持客户
11464,0,0,0,一般挽留客户
11465,0,1,0,一般发展客户
11466,1,0,1,重要保持客户
11467,0,0,0,一般挽留客户
11468,0,1,0,一般发展客户
11469,0,1,0,一般发展客户
11470,0,1,0,一般发展客户
11471,1,0,1,重要保持客户
11472,1,1,1,重要价值客户
11473,0,1,0,一般发展客户
11474,0,0,0,一般挽留客户
11475,1,0,1,重要保持客户
11476,1,1,0,一般价值客户
11477,0,1,0,一般发展客户
11478,0,1,0,一般发展客户
11479,0,1,0,一般发展客户
11480,0,1,0,一般发展客户
11481,1,0,1,重要保持客户
11482,1,0,1,重要保持客户
11483,1,0,1,重要保持客户
11484,1,1,1,重要价值客户
11485,0,1,0,一般发展客户
11486,0,1,0,一般发展客户
11487,1,0,1,重要保持客户
11488,0,0,0,一般挽留客户
11489,1,1,1,重要价值客户
11490,0,0,0,一般挽留客户
11491,0,1,0,一般发展客户
11492,0,1,0,一般发展客户
11493,0,1,0,一般发展客户
11494,1,0,1,重要保持客户
11495,0,1,0,一般发展客户
11496,0,1,0,一般发展客户
11497,1,1,1,重要价值客户
11498,0,1,0,一般发展客户
11499,1,0,1,重要保持客户
11500,0,1,0,一般发展客户
11501,1,0,1,重要保持客户
11502,1,0,1,重要保持客户
11503,0,1,0,一般发展客户
11504,0,1,0,一般发展客户
11505,0,1,0,一般发展客户
11506,0,1,0,一般发展客户
11507,0,1,0,一般发展客户
11508,1,0,1,重要保持客户
11509,0,1,0,一般发展客户
11510,1,1,1,重要价值客户
11511,0,1,0,一般发展客户
11512,0,1,0,一般发展客户
11513,1,0,1,重要保持客户
11514,1,1,1,重要价值客户
11515,1,0,1,重要保持客户
11516,1,0,1,重要保持客户
11517,0,1,0,一般发展客户
11518,0,1,0,一般发展客户
11519,1,0,1,重要保持客户
11520,0,1,0,一般发展客户
11521,0,0,0,一般挽留客户
11522,0,1,0,一般发展客户
11523,0,1,0,一般发展客户
11524,1,0,1,重要保持客户
11525,0,1,0,一般发展客户
11526,0,1,0,一般发展客户
11527,1,0,1,重要保持客户
11528,0,1,0,一般发展客户
11529,0,0,0,一般挽留客户
11530,1,0,1,重要保持客户
11531,1,0,1,重要保持客户
11532,1,0,1,重要保持客户
11533,1,0,1,重要保持客户
11534,0,1,0,一般发展客户
11535,0,1,0,一般发展客户
11536,1,0,1,重要保持客户
11537,1,0,1,重要保持客户
11538,1,0,1,重要保持客户
11539,0,1,0,一般发展客户
11540,1,1,1,重要价值客户
11541,1,1,0,一般价值客户
11542,0,1,0,一般发展客户
11543,1,0,1,重要保持客户
11544,0,1,0,一般发展客户
11545,0,0,0,一般挽留客户
11546,0,0,0,一般挽留客户
11547,0,1,0,一般发展客户
11548,0,1,0,一般发展客户
11549,0,1,0,一般发展客户
11550,0,0,0,一般挽留客户
11551,0,1,0,一般发展客户
11552,0,1,0,一般发展客户
11553,0,1,0,一般发展客户
11554,1,0,1,重要保持客户
11555,0,0,0,一般挽留客户
11556,0,0,0,一般挽留客户
11557,1,1,1,重要价值客户
11558,1,0,1,重要保持客户
11559,1,0,1,重要保持客户
11560,1,1,1,重要价值客户
11561,0,1,0,一般发展客户
11562,0,1,0,一般发展客户
11563,0,0,0,一般挽留客户
11564,0,1,0,一般发展客户
11565,0,1,0,一般发展客户
11566,0,1,0,一般发展客户
11567,1,0,1,重要保持客户
11568,0,1,0,一般发展客户
11569,1,0,1,重要保持客户
11570,0,1,0,一般发展客户
11571,1,0,1,重要保持客户
11572,1,0,1,重要保持客户
11573,1,1,1,重要价值客户
11574,1,0,1,重要保持客户
11575,0,1,0,一般发展客户
11576,0,1,0,一般发展客户
11577,0,0,0,一般挽留客户
11578,0,1,0,一般发展客户
11579,0,1,0,一般发展客户
11580,0,0,0,一般挽留客户
11581,0,1,0,一般发展客户
11582,0,1,0,一般发展客户
11583,1,1,1,重要价值客户
11584,1,0,1,重要保持客户
11585,0,1,0,一般发展客户
11586,1,0,1,重要保持客户
11587,0,1,0,一般发展客户
11588,0,1,0,一般发展客户
11589,1,0,1,重要保持客户
11590,0,1,0,一般发展客户
11591,0,1,0,一般发展客户
11592,0,1,0,一般发展客户
11593,0,1,0,一般发展客户
11594,0,1,0,一般发展客户
11595,0,1,0,一般发展客户
11596,0,1,0,一般发展客户
11597,0,1,1,重要发展客户
11598,0,1,0,一般发展客户
11599,0,1,1,重要发展客户
11600,0,1,1,重要发展客户
11601,1,0,1,重要保持客户
11602,0,1,0,一般发展客户
11603,1,0,1,重要保持客户
11604,1,0,1,重要保持客户
11605,1,0,1,重要保持客户
11606,0,1,0,一般发展客户
11607,0,1,0,一般发展客户
11608,0,1,0,一般发展客户
11609,0,0,0,一般挽留客户
11610,1,0,1,重要保持客户
11611,0,1,0,一般发展客户
11612,1,1,1,重要价值客户
11613,0,1,0,一般发展客户
11614,0,1,0,一般发展客户
11615,0,1,0,一般发展客户
11616,1,0,1,重要保持客户
11617,0,0,0,一般挽留客户
11618,0,1,0,一般发展客户
11619,0,0,0,一般挽留客户
11620,0,1,0,一般发展客户
11621,0,1,0,一般发展客户
11622,1,0,1,重要保持客户
11623,0,1,0,一般发展客户
11624,1,0,1,重要保持客户
11625,0,1,0,一般发展客户
11626,0,1,0,一般发展客户
11627,1,0,0,一般保持客户
11628,1,0,1,重要保持客户
11629,1,0,1,重要保持客户
11630,1,0,1,重要保持客户
11631,0,1,0,一般发展客户
11632,1,1,0,一般价值客户
11633,0,0,0,一般挽留客户
11634,1,0,1,重要保持客户
11635,1,0,1,重要保持客户
11636,0,1,0,一般发展客户
11637,0,0,0,一般挽留客户
11638,0,1,0,一般发展客户
11639,0,1,0,一般发展客户
11640,0,1,0,一般发展客户
11641,0,0,0,一般挽留客户
11642,1,1,1,重要价值客户
11643,0,0,0,一般挽留客户
11644,0,0,0,一般挽留客户
11645,0,1,0,一般发展客户
11646,0,1,0,一般发展客户
11647,0,1,0,一般发展客户
11648,0,1,0,一般发展客户
11649,0,1,0,一般发展客户
11650,0,1,0,一般发展客户
11651,1,0,1,重要保持客户
11652,1,0,1,重要保持客户
11653,0,1,0,一般发展客户
11654,0,1,0,一般发展客户
11655,1,1,1,重要价值客户
11656,1,0,1,重要保持客户
11657,0,0,1,重要挽留客户
11658,0,1,0,一般发展客户
11659,0,1,0,一般发展客户
11660,0,1,0,一般发展客户
11661,0,0,0,一般挽留客户
11662,0,1,0,一般发展客户
11663,1,0,1,重要保持客户
11664,1,0,1,重要保持客户
11665,0,1,0,一般发展客户
11666,0,1,0,一般发展客户
11667,0,1,0,一般发展客户
11668,0,0,0,一般挽留客户
11669,1,0,1,重要保持客户
11670,0,1,0,一般发展客户
11671,0,1,0,一般发展客户
11672,0,1,0,一般发展客户
11673,0,1,0,一般发展客户
11674,0,1,0,一般发展客户
11675,1,0,1,重要保持客户
11676,0,0,0,一般挽留客户
11677,1,0,1,重要保持客户
11678,0,1,0,一般发展客户
11679,0,1,0,一般发展客户
11680,1,1,1,重要价值客户
11681,0,1,0,一般发展客户
11682,1,0,1,重要保持客户
11683,0,0,0,一般挽留客户
11684,0,1,0,一般发展客户
11685,1,0,1,重要保持客户
11686,0,1,0,一般发展客户
11687,1,0,1,重要保持客户
11688,0,1,0,一般发展客户
11689,0,0,0,一般挽留客户
11690,1,0,1,重要保持客户
11691,0,1,0,一般发展客户
11692,1,0,1,重要保持客户
11693,1,0,1,重要保持客户
11694,1,1,1,重要价值客户
11695,0,1,0,一般发展客户
11696,0,0,0,一般挽留客户
11697,1,0,1,重要保持客户
11698,0,1,0,一般发展客户
11699,0,1,0,一般发展客户
11700,0,1,0,一般发展客户
11701,0,1,0,一般发展客户
11702,0,1,0,一般发展客户
11703,1,0,1,重要保持客户
11704,0,0,0,一般挽留客户
11705,0,1,0,一般发展客户
11706,0,1,0,一般发展客户
11707,1,0,1,重要保持客户
11708,0,1,0,一般发展客户
11709,0,1,0,一般发展客户
11710,1,0,1,重要保持客户
11711,1,0,1,重要保持客户
11712,0,1,0,一般发展客户
11713,0,0,0,一般挽留客户
11714,0,0,0,一般挽留客户
11715,0,1,0,一般发展客户
11716,0,1,0,一般发展客户
11717,1,0,1,重要保持客户
11718,0,1,0,一般发展客户
11719,1,1,1,重要价值客户
11720,1,0,1,重要保持客户
11721,0,1,0,一般发展客户
11722,0,0,0,一般挽留客户
11723,1,0,1,重要保持客户
11724,0,1,0,一般发展客户
11725,0,0,0,一般挽留客户
11726,0,1,0,一般发展客户
11727,0,1,0,一般发展客户
11728,0,1,0,一般发展客户
11729,1,0,1,重要保持客户
11730,0,1,0,一般发展客户
11731,0,1,0,一般发展客户
11732,0,0,1,重要挽留客户
11733,1,1,1,重要价值客户
11734,0,0,1,重要挽留客户
11735,0,1,0,一般发展客户
11736,0,1,0,一般发展客户
11737,0,0,0,一般挽留客户
11738,0,1,0,一般发展客户
11739,0,1,0,一般发展客户
11740,1,0,1,重要保持客户
11741,0,0,0,一般挽留客户
11742,0,1,0,一般发展客户
11743,0,1,0,一般发展客户
11744,0,1,0,一般发展客户
11745,0,1,0,一般发展客户
11746,0,1,0,一般发展客户
11747,1,0,1,重要保持客户
11748,0,0,0,一般挽留客户
11749,1,0,1,重要保持客户
11750,0,0,0,一般挽留客户
11751,0,1,0,一般发展客户
11752,0,1,0,一般发展客户
11753,1,0,1,重要保持客户
11754,0,1,0,一般发展客户
11755,0,1,0,一般发展客户
11756,1,0,1,重要保持客户
11757,1,0,1,重要保持客户
11758,0,0,0,一般挽留客户
11759,1,0,1,重要保持客户
11760,1,1,1,重要价值客户
11761,0,1,0,一般发展客户
11762,0,1,0,一般发展客户
11763,1,0,1,重要保持客户
11764,0,1,0,一般发展客户
11765,0,1,0,一般发展客户
11766,1,0,1,重要保持客户
11767,0,1,0,一般发展客户
